31880720,TRUE,5.4
33969059,FALSE,122.85
34311586,TRUE,0.08
34673164,FALSE,2.7
41596619,TRUE,0.01
41823068,TRUE,0.34
41999686,TRUE,0.34
42472447,TRUE,0.48
43055289,FALSE,4.05
46359741,TRUE,0.17
47704695,FALSE,66.15
47735201,FALSE,75249
48221692,TRUE,0.01
48251943,FALSE,6.75
48385830,TRUE,29.48
48486598,FALSE,8.1
48976413,TRUE,0.27
50306988,TRUE,0.05
50338865,FALSE,4.05
50555434,FALSE,253.8
50914860,TRUE,18.23
51185079,FALSE,0.68
51581521,FALSE,156.6
51749207,FALSE,402.3
51930566,TRUE,0.34
52566823,FALSE,5.4
52983831,FALSE,39.15
53700537,FALSE,2.7
53749895,FALSE,28.35
54064299,FALSE,1107
54738769,FALSE,1.35
54811239,FALSE,1.35
55198221,TRUE,6.35
55328966,FALSE,272.7
58043002,FALSE,58.05
58051767,FALSE,55.35
58055105,FALSE,10.8
58064701,FALSE,6.75
58333926,FALSE,31.05
58572274,FALSE,0.68
56317174,FALSE,157.95
56452176,FALSE,0.68
56774954,FALSE,2.7
57326611,FALSE,13.5
57397440,FALSE,1.35
57407973,FALSE,8.1
57516678,FALSE,1183.95
57943425,FALSE,4.05
59278771,TRUE,0.47
59758722,FALSE,0.68
60355380,FALSE,1409.4
60574843,FALSE,55.35
60766775,FALSE,260.55
60831731,FALSE,1.35
60874661,FALSE,3954.15
61234347,FALSE,1.35
61274792,FALSE,3778.65
61498304,TRUE,8.1
61763616,FALSE,13.5
61886777,FALSE,43.2
62068109,TRUE,11.81
62313327,FALSE,1340.55
62957334,FALSE,13.5
44164749,TRUE,0.34
44755431,FALSE,3028.05
44758894,FALSE,0.68
45378493,FALSE,14.85
45442843,FALSE,0.68
49583466,FALSE,0.68
65669308,FALSE,63.45
65777704,FALSE,1246.05
68101077,TRUE,94.16
68458462,FALSE,0.68
68751439,TRUE,0.2
68773774,FALSE,4.05
68938619,FALSE,5.4
69787272,FALSE,0.68
69901379,FALSE,6.75
70589997,FALSE,72.9
70650848,FALSE,1.35
46247619,FALSE,2281.5
46869312,TRUE,5.63
47241622,FALSE,110.7
51901386,TRUE,22.95
54282951,FALSE,68.85
56218256,FALSE,31.05
56888491,FALSE,54846.45
64395424,TRUE,0.16
64413907,FALSE,4.05
66087653,FALSE,353.7
58392266,FALSE,4.05
58844149,TRUE,11.48
59078187,FALSE,0.68
60508218,FALSE,105.3
60801900,FALSE,55.35
61997645,FALSE,6.75
62055783,TRUE,12.96
66235657,TRUE,88.09
66407123,TRUE,0.68
66602662,FALSE,4.05
66840108,TRUE,0.04
62440336,FALSE,9807.75
63212385,FALSE,310.5
64237179,FALSE,731.7
64387251,FALSE,438.75
67529687,FALSE,481.95
68321264,FALSE,103.95
68701979,TRUE,6.75
70148149,TRUE,6.08
