Bug Id,Training Time (s),Time (s),Total Time (s),25%,,,,,Time (s),Total Time (s),50%,,,,,Time (s),Total Time (s),75%,,,,,Time (s),Total Time (s),100%,,,,
,,,,Metallaxis,,,,MUSE,,,Metallaxis,,,,MUSE,,,Metallaxis,,,,MUSE,,,Metallaxis,,,,MUSE
,,,,Type 1,,Type 2,,,,,Type 1,,Type 2,,,,,Type 1,,Type 2,,,,,Type 1,,Type 2,,
,,,,SBI,Ochiai,SBI,Ochiai,,,,SBI,Ochiai,SBI,Ochiai,,,,SBI,Ochiai,SBI,Ochiai,,,,SBI,Ochiai,SBI,Ochiai,
66087653,262.48,160.77,423.25,TRUE,TRUE,FALSE,FALSE,TRUE,307.08,569.56,TRUE,TRUE,FALSE,FALSE,TRUE,410.75,673.23,TRUE,TRUE,FALSE,FALSE,TRUE,388.78,651.26,TRUE,TRUE,FALSE,FALSE,TRUE
58392266,3.1,132.67,135.77,TRUE,TRUE,FALSE,FALSE,TRUE,205.32,208.42,TRUE,TRUE,FALSE,FALSE,TRUE,460.88,463.98,TRUE,TRUE,FALSE,FALSE,TRUE,736.46,739.56,TRUE,TRUE,FALSE,FALSE,TRUE
58844149,17.26,147.41,164.67,TRUE,TRUE,FALSE,FALSE,TRUE,212.96,230.22,TRUE,TRUE,FALSE,FALSE,TRUE,278.13,295.39,TRUE,TRUE,FALSE,FALSE,TRUE,512.96,530.22,TRUE,TRUE,FALSE,FALSE,TRUE
59078187,0.19,91.81,92,FALSE,FALSE,FALSE,FALSE,FALSE,197.14,197.33,FALSE,FALSE,FALSE,FALSE,FALSE,278.86,279.05,FALSE,FALSE,FALSE,FALSE,FALSE,387.22,387.41,FALSE,FALSE,FALSE,FALSE,FALSE
60508218,78.1,210.71,288.81,TRUE,TRUE,TRUE,TRUE,FALSE,597.74,675.84,TRUE,TRUE,TRUE,TRUE,FALSE,600.29,678.39,TRUE,TRUE,TRUE,TRUE,FALSE,709.94,788.04,TRUE,TRUE,TRUE,TRUE,FALSE
60801900,41.05,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,N/A,FALSE,FALSE,FALSE,FALSE,FALSE
61997645,5.08,9.95,15.03,FALSE,FALSE,FALSE,FALSE,FALSE,37.66,42.74,TRUE,TRUE,FALSE,FALSE,TRUE,73.77,78.85,TRUE,TRUE,FALSE,FALSE,TRUE,112.89,117.97,TRUE,TRUE,FALSE,FALSE,TRUE
62055783,384.01,54.02,438.03,FALSE,FALSE,FALSE,FALSE,FALSE,116.82,500.83,FALSE,FALSE,FALSE,FALSE,FALSE,158.37,542.38,FALSE,FALSE,FALSE,FALSE,FALSE,274.64,658.65,FALSE,FALSE,FALSE,FALSE,FALSE
66235657,261.07,168.64,429.71,FALSE,FALSE,FALSE,FALSE,FALSE,348.6,609.67,FALSE,FALSE,FALSE,FALSE,FALSE,396.09,657.16,FALSE,FALSE,FALSE,FALSE,FALSE,551.91,812.98,FALSE,FALSE,FALSE,FALSE,FALSE
66407123,20.21,101.52,121.73,TRUE,TRUE,FALSE,FALSE,TRUE,237.54,257.75,TRUE,TRUE,FALSE,FALSE,TRUE,370.08,390.29,TRUE,TRUE,FALSE,FALSE,TRUE,544.99,565.2,TRUE,TRUE,FALSE,FALSE,TRUE
66602662,3.21,170.7,173.91,FALSE,FALSE,FALSE,FALSE,FALSE,344.78,347.99,FALSE,FALSE,FALSE,FALSE,FALSE,555.29,558.5,FALSE,FALSE,FALSE,FALSE,FALSE,603.06,606.27,FALSE,FALSE,FALSE,FALSE,FALSE
66840108,7.31,51.25,58.56,FALSE,FALSE,FALSE,FALSE,FALSE,97.45,104.76,FALSE,FALSE,FALSE,FALSE,FALSE,148.92,156.23,FALSE,FALSE,FALSE,FALSE,FALSE,168.57,175.88,FALSE,FALSE,FALSE,FALSE,FALSE
62440336,7265.16,683.38,7948.54,FALSE,FALSE,FALSE,FALSE,FALSE,1061.01,8326.17,FALSE,FALSE,FALSE,FALSE,FALSE,1646.69,8911.85,FALSE,FALSE,FALSE,FALSE,FALSE,2365.01,9630.17,FALSE,FALSE,FALSE,FALSE,FALSE
63212385,230.13,460.84,690.97,TRUE,TRUE,FALSE,FALSE,FALSE,975.95,1206.08,TRUE,TRUE,FALSE,FALSE,TRUE,821.49,1051.62,TRUE,TRUE,FALSE,FALSE,TRUE,1212.7,1442.83,TRUE,TRUE,FALSE,FALSE,TRUE
64237179,542.19,189.97,732.16,FALSE,FALSE,FALSE,FALSE,FALSE,434.08,976.27,FALSE,FALSE,FALSE,FALSE,FALSE,529.54,1071.73,FALSE,FALSE,FALSE,FALSE,FALSE,679.51,1221.7,FALSE,FALSE,FALSE,FALSE,FALSE
64387251,325.38,384.2,709.58,FALSE,TRUE,FALSE,FALSE,TRUE,1482.74,1808.12,FALSE,TRUE,FALSE,FALSE,TRUE,3701.9,4027.28,FALSE,TRUE,FALSE,FALSE,TRUE,3977.68,4303.06,FALSE,TRUE,FALSE,FALSE,TRUE
67529687,357.1,1348.17,1705.27,FALSE,FALSE,FALSE,FALSE,FALSE,826.98,1184.08,FALSE,FALSE,FALSE,FALSE,FALSE,1072.19,1429.29,FALSE,FALSE,FALSE,FALSE,FALSE,1348.02,1705.12,FALSE,FALSE,FALSE,FALSE,FALSE
68321264,77.27,79.48,156.75,TRUE,TRUE,TRUE,TRUE,TRUE,184.75,262.02,TRUE,TRUE,TRUE,TRUE,TRUE,279.49,356.76,TRUE,TRUE,TRUE,TRUE,TRUE,363.89,441.16,TRUE,TRUE,TRUE,TRUE,TRUE
68701979,2.25,115.95,118.2,FALSE,TRUE,FALSE,TRUE,FALSE,192.53,194.78,FALSE,TRUE,FALSE,TRUE,FALSE,228.53,230.78,FALSE,TRUE,FALSE,TRUE,FALSE,252.14,254.39,FALSE,TRUE,FALSE,TRUE,FALSE
70148149,9.04,56.99,66.03,FALSE,FALSE,FALSE,FALSE,FALSE,63.67,72.71,FALSE,FALSE,FALSE,FALSE,FALSE,130.78,139.82,FALSE,FALSE,FALSE,FALSE,FALSE,93.45,102.49,FALSE,FALSE,FALSE,FALSE,FALSE
